"replicate","b1_unc","b2_unc","mu_unc","b1_mle","b2_mle","mu_mle","b1_qmle","b2_qmle","mu_qmle","n_tries"
1,1.14947022719971,3.1724508499334,0.991065309221619,1.15417245481028,3.14811003624036,0.991333926194945,1.12678333585262,3.26858983186552,0.992335390582702,3
2,1.03716871706503,3.34339925469114,0.983310498597516,0.983761353008481,3.56343353679057,0.992096552536812,0.918118238976522,3.86036052810783,0.9999800550584,1
3,1.08221203153637,3.33851568763364,0.990252251748646,1.04704156646431,3.48519649563079,0.994002625460732,1.04754547872507,3.48518906551717,0.993496107408307,7
4,0.989357986833091,4.09274728878979,1.00710946386393,0.925638800929181,4.33596621717125,1.01584667270162,0.74904630291383,5.03681812530592,1.03747349186485,9
5,1.10415086849717,3.30081572930915,1.00396892007908,1.01974310540409,3.67718545195429,1.00932829856369,1.08191995653692,3.39376922681128,1.00612109093014,2
6,1.20816111902241,2.86748735336712,0.996714526453098,1.19905928350251,2.90405538775349,0.997873474437299,1.19956792506703,2.90407268225422,0.997210040909492,1
7,1.07780288769524,3.13392485106212,0.978403165585202,1.03167909691766,3.33511883229207,0.983371961694922,0.996558132294599,3.49944199695088,0.985873869755732,12
8,1.18158058530824,2.87683840436509,0.999026670295427,1.1695318842161,2.92567247112697,1.00066615923768,1.1699749691138,2.92566685538689,1.00016309300083,1
9,0.984146052744985,3.71703823125802,0.993533435919509,0.823009852659511,4.35463372367884,1.02068495502039,0.73619681690639,4.70992380660131,1.03457106517584,19
10,1.06505026617376,3.4550281274687,0.990501418349026,1.02309728541936,3.63125558270286,0.994834588926464,1.00739502804041,3.70029038619351,0.996091211007733,2
11,1.09852204656385,3.31782212906307,1.00481947758347,1.06219349890175,3.47139404095406,1.00918858707537,1.03480309268965,3.59591864653588,1.01146785897891,3
12,1.02545878693524,3.7887640387264,1.00741853076182,0.960108632253043,4.05111146893494,1.01599226513716,0.891263417276018,4.34554851708462,1.02300302794721,3
13,1.10441900009978,3.23358835329445,1.02221881911021,1.04429275517497,3.49884992492869,1.03024843233353,1.04424754182953,3.49882146352221,1.03038995019341,8
14,1.08262719030404,3.28098328458679,0.996613111699143,1.02183974118754,3.5491196532906,1.00186858439422,1.05263540279019,3.40621401655295,1.00004089596656,20
15,1.16837723927663,2.94834054792447,1.00745239873809,1.12802100166484,3.13030363976072,1.01012257273668,1.08740220633686,3.32338867151652,1.01164559021432,4
16,1.07854248705988,3.39146185510762,1.01057075119083,0.992763117687136,3.76858948662261,1.01870071681612,1.03329195671125,3.58302966396746,1.01572577777646,1
17,1.18620114327356,2.91726614384363,0.98746248921321,1.18103257275609,2.9316464781274,0.988370085670989,1.18256758331992,2.93163261656615,0.987797859576484,4
18,1.03454567368263,3.63584663073803,0.996249227234949,0.943945845502586,4.02446750197819,1.00471545109674,0.986849568384783,3.83264159883689,1.00161624481232,2
19,1.07771501659374,3.36362353051818,0.999541499838611,0.982588588841494,3.78672449790409,1.00768608710708,0.982349054002438,3.78686017106638,1.00740857593811,4
20,1.08327978908249,3.52100898758228,1.01088813005046,1.017954591241,3.80367418712065,1.01633602269787,1.03936053343199,3.70699799285719,1.01502861704789,18
21,1.09933854807372,3.27089006055047,0.991582162743528,1.01932444057309,3.62611660455905,0.995883604317198,1.08406028368972,3.33335065947015,0.993053343955154,5
22,1.08678041773155,3.19528043869652,0.986881007405421,1.03383688810382,3.43053050887862,0.99140568880155,1.05996590500142,3.30839139900886,0.989882854276967,2
23,0.999308453461817,3.84580797939749,0.982904134873474,0.939195628694215,4.09020565606231,0.988857355765188,0.915404916281945,4.1906961957061,0.990772522245325,3
24,1.17808035197739,2.99780313137023,1.00076762068752,1.16705728140723,3.0411809377336,1.00242932322865,1.16768623105081,3.0411907453531,1.00166515006765,3
25,1.11004939554269,3.17994759765723,0.988714210810577,1.06060609283399,3.3980720267719,0.991667578937858,1.09532936265771,3.2400493006686,0.990177346420882,1
26,1.07655226484288,3.66020389967157,1.00445728501581,0.972173502421759,4.09892410239947,1.00934810776609,1.04944343993804,3.77096164773653,1.00612140320562,1
