"replicate","b1_mle","b2_mle","mu_mle","n_tries"
1,1.01587653182282,3.74466626081901,1.00475877662253,6
2,0.998671898570199,3.689955346898,0.99657656195649,1
3,1.00707476387015,3.63883868775225,0.985614211884875,25
4,1.01609943946254,3.76143117270004,0.984038824693817,16
5,0.999401020975406,3.67937416398329,0.991344540033757,103
6,1.01207722205935,3.64528973971313,1.00301633366635,7
7,0.994167676384786,3.70027813263817,1.00455346141517,131
8,1.00758808056757,3.7756007166381,1.00854978546284,14
9,1.00153524586529,3.68932926043085,1.00503137481169,12
10,1.01667855615796,3.68780705702195,1.01455634069747,25
11,1.00823714803333,3.74500901404323,0.99382065421655,16
12,0.994308477687276,3.7502778950792,1.00159579988234,11
13,1.01266157756228,3.6829091006233,1.00235105529378,22
14,1.02877326090647,3.64566159714543,1.00770889062019,1
15,1.01365720216226,3.67890170794171,1.02131665448377,7
16,1.02701815262389,3.66665755698104,1.00094318515999,4
17,1.03076298530984,3.7207325648277,1.00210858526648,8
18,1.00910409780687,3.70479380124757,0.995314666156199,25
19,1.01104199220879,3.7096855676937,0.999145788742756,12
20,1.00292890842362,3.65049478935674,1.00855160058116,7
21,1.00846067561503,3.6640836516817,0.989793039820018,13
22,0.995856739010856,3.66180705849488,0.99793423225397,18
23,0.996870006303806,3.68384475742334,1.01408054776879,19
24,1.00806349188044,3.75341436284644,0.992467348137073,54
25,1.00177256285187,3.77928727057176,0.993483493706559,11
26,1.0090095868245,3.69172659759023,0.999550271535876,11
27,1.00822157157204,3.73851907693275,1.00451692678044,5
28,0.995976818445412,3.67434265446716,1.00815554225575,6
29,1.00739777185536,3.78506354218042,1.00898289334599,18
30,1.01660017453348,3.72003871297038,1.00181834291053,5
31,0.994662897286023,3.63773705399062,0.997792123171914,6
32,1.00738189313323,3.67355745365493,1.00367536207502,7
33,1.0097254937529,3.70540478097421,1.00741451313916,2
34,1.01499058122218,3.68492486132014,0.991315951154924,1
35,1.00182582100532,3.63846916996527,1.00053265119396,12
36,1.00195732096073,3.69829498396217,1.00053006456433,3
37,1.02246418087643,3.7263783116985,1.00702685622846,6
38,1.03785294866375,3.76103612424123,0.995365621717366,36
39,1.00064547202896,3.7101697603402,0.999490535980396,37
40,1.0119806064701,3.6307657873396,1.01405289929542,10
41,1.0118328836989,3.69009438447282,0.994549022973399,29
42,1.00162317195242,3.72885933100799,0.98655741896393,5
43,1.02989994438367,3.60372773325839,0.99573692298326,11
44,1.01570422683908,3.72899548680615,0.990007373556463,76
45,1.02697383028259,3.60200950469482,1.00430280041747,32
46,1.00394966650581,3.64981367492033,0.99269532342189,17
47,1.00652890332102,3.69443169267329,1.00751872829267,98
48,1.00171205926164,3.71890069798755,0.99385090409052,51
49,1.00820721487031,3.68604095780995,1.01188175545229,4
50,1.0224659106149,3.70801616581477,0.99329323600752,16
51,1.0137208175497,3.69352619394258,1.00201412792247,15
52,1.03061095361362,3.65575709212429,0.99802474658662,15
53,1.0062684881883,3.69804250297621,0.997336148019203,6
54,1.02160446284299,3.75608594381937,0.989371373690418,8
55,1.01800667794155,3.70743018334528,0.992946160202525,4
56,1.00858814978121,3.68298026406892,1.01254864892941,17
57,1.00105265745234,3.71560673109609,1.00628719330914,12
58,1.02229137497827,3.72985695729474,0.996152985390123,7
59,1.00781637325783,3.67950404653019,1.00466320976586,19
60,1.00650684744566,3.71064440227931,0.987259086113264,119
61,1.00924988436276,3.69349739283509,0.999078836863645,16
62,1.00868543603894,3.71347392942253,0.982942207810402,35
63,1.01366566042904,3.69386311951687,0.993145864591115,13
64,1.03316741069887,3.7097964501047,1.0005225331852,2
65,1.00381496992268,3.64354522392877,1.01993307003483,26
66,1.02060951560605,3.6819579210241,0.990541651667165,41
67,1.0089743701489,3.70643228608582,0.999925321328345,95
68,1.01877875230697,3.62350924111814,1.00338993988329,18
69,1.00234427341949,3.71091812421684,1.00297018379392,176
70,0.991912771009452,3.6847142720932,1.00454114584319,12
71,1.01901463145785,3.77965055511278,1.00257050312226,22
72,1.00005943416939,3.69798723715971,0.998349810094879,9
73,1.01216274264618,3.67261028672379,1.01226119382555,20
74,1.01418655740441,3.73626308781427,1.00407367964003,2
75,1.01317061213243,3.68268693820778,0.990456187557675,37
76,0.996244194142241,3.69431093100772,0.992119937515086,43
77,1.01573812561558,3.75328292795045,1.00930253802698,19
78,1.00424732194677,3.61109681664598,1.00919798575164,29
79,0.997210490774655,3.70887630869897,1.01197833354298,4
80,1.01134123286181,3.74522708676565,1.00593406206471,3
81,1.0098479216837,3.68643986775505,0.997676490766509,33
82,0.998991726703827,3.74519801086274,1.01638476365122,9
83,1.00829218341758,3.64409220999609,1.01115206585179,8
84,1.01892684119811,3.68825061235804,0.992021429889669,4
85,1.01122247290788,3.68675424973999,0.998591151518762,27
86,1.01963324446243,3.64151493224808,1.00590181561727,2
87,1.01834772994631,3.70538747276471,1.00541874193733,27
88,1.01747233164675,3.69604135496741,1.01189452951459,16
89,1.01203554633963,3.71123484471442,1.00391623315073,32
90,1.00016420329244,3.74685128844799,0.993256584308445,9
91,0.999411667723556,3.70868868703949,0.997738263846257,17
92,1.00537784606088,3.74164893103194,0.994761575485083,90
93,1.00131061617259,3.72659557117077,0.998688596662493,169
94,1.00671939229629,3.76003742632487,1.00820336958732,76
95,0.997154875664671,3.73072773121627,0.99769966267231,50
96,1.00882852702617,3.69136368300297,0.998901600560671,7
97,0.999501414669204,3.67608168985863,1.01271808896623,18
98,1.00311087318801,3.64453909695594,0.997467421753929,4
99,0.99340821062855,3.71086781104657,0.998887506648547,14
100,1.0040494959429,3.69145773819897,1.01062793854417,18
101,1.01079003223097,3.68598842984743,1.02143490850434,21
102,1.01023932290338,3.63555663336845,0.990028812079038,13
103,1.01329233355523,3.73506387903117,0.990594319501126,24
104,1.00812351673498,3.64084760786183,1.01087129916957,48
105,1.00655419027881,3.69239707773759,1.00180532360388,25
106,1.00006204022217,3.64873112328952,1.00360490325474,19
107,0.987907860962977,3.71042816138659,0.999724341124938,128
108,1.03237894617848,3.65989119466162,1.00632998638076,26
109,1.00453505362625,3.6707341749572,1.0152271465389,32
110,1.0103063249508,3.72288992192753,0.993704830991416,1
111,1.00021565705642,3.70334146098035,1.00939622929947,30
112,1.01477994685893,3.61374184219132,0.999588886387813,47
113,1.0200805077765,3.76138125181006,0.996630716259914,25
114,1.00610955145006,3.7121906506573,0.991572903667706,11
115,1.02495815226103,3.73928930043534,1.01173722839886,22
116,1.01057323818811,3.70641001922251,0.987486007383351,36
117,1.00197982518566,3.78803451141813,0.990696611170752,11
118,1.01616472579725,3.57895279162794,1.00344154794744,86
119,1.02973601106645,3.60902558496544,0.995497936916282,32
120,0.996747458214883,3.69836113023134,1.00569761626598,17
121,1.00872980668518,3.66583473814088,0.997688127386855,52
122,1.01747722414983,3.77970589001179,1.00856277534289,11
123,1.01703035823685,3.76984612039593,0.999789153883731,8
124,1.00975693690031,3.68620009898411,1.00044852130619,1
125,1.00597576926498,3.73847753713111,1.01641030434003,45
126,1.02714871786611,3.68933188595305,0.986983546407073,21
127,1.0107966500527,3.7246656472143,1.00398900941366,5
128,1.01140325285292,3.71476684884562,0.992381055032683,30
129,1.00985175537627,3.62527955516374,0.992252542988913,19
130,0.980902065002372,3.67249634295811,1.00381436139113,5
131,1.01359970339831,3.70658352726912,1.00537568368461,49
132,0.996476638125505,3.70949734632833,0.996785098423834,13
133,1.02726496484243,3.75363289624071,0.999999713223402,50
134,1.01484995288613,3.69440717345648,0.988494828215568,25
135,1.00569022590522,3.68009477309284,1.00407946441711,66
136,1.01974274203308,3.7109612993649,1.01219477324703,14
137,1.00029101815927,3.70103231201897,0.998628443676174,12
138,0.998936744250654,3.66194361582091,0.998633103520407,14
139,1.00186766318929,3.7175887602439,1.00407719131992,40
140,0.9962725402286,3.62651410602515,1.00772663990092,15
141,1.0247633088013,3.72080616580349,0.981827478320444,12
142,1.0166744450946,3.6553415339544,0.994268505357944,5
143,0.994721913853046,3.66485114895619,1.01683042032343,63
144,1.00988655308226,3.66704012942113,0.997715818802676,36
145,1.01224667761034,3.68685693184961,1.00413504824783,7
146,1.02019330485312,3.71447181864383,1.00146157249215,11
147,1.02101774209832,3.69358675553149,1.00041659083855,85
148,1.02962895023206,3.73425826902512,0.999494141614578,70
149,1.02666648598592,3.69497722232704,0.989076739424573,21
150,0.998037822120097,3.75473303115907,1.01368409184188,66
151,1.00535723640692,3.7228272479359,1.00326921491674,32
152,1.02958764931283,3.72983186504411,0.995637739454159,55
153,1.02251219318795,3.72963775122017,0.985832160087587,86
154,1.01943697876165,3.69426682447741,0.993910582828192,8
155,1.00942978179425,3.71781984512285,0.999890913578224,71
156,1.00900318827141,3.64790338278305,0.996029446821751,55
157,0.997186474783421,3.67702485481122,1.01248342616895,37
158,0.997672510856377,3.6297694667239,1.00180971733838,145
159,0.993816869354611,3.72375381653273,1.00223089264159,12
160,1.00845307990964,3.66889076338347,1.00120328307005,13
161,0.994823450993762,3.6508282962248,0.984488013919847,12
162,1.00183368314601,3.71608238836208,0.997300647221398,64
163,1.01293575641312,3.77649757605147,1.00459705336429,3
164,1.01883320700461,3.7240539968457,1.00290156129016,14
165,1.00905904336543,3.68216040965323,1.00470772112058,35
166,1.01523660363904,3.67968365756728,1.0059392207857,7
167,0.999079498182147,3.68893784939953,0.998421766405021,146
168,1.02125873368707,3.68451258489581,0.992191198070653,16
169,1.00655911444259,3.71553526193273,0.998724641053044,25
170,0.999486326251991,3.72098329840372,0.992313859861503,40
171,1.01488906686359,3.70609744372788,1.00036417695475,74
172,1.00776015521394,3.6457017664741,0.998567161516799,5
173,1.02677479951062,3.7631250355836,0.995285431611868,16
174,1.01112129572751,3.79465961715518,0.998732898949111,46
175,1.01711835919615,3.64664080706738,1.00550506918793,33
176,0.988792791464753,3.5800306390622,1.01954313990408,63
177,1.00783086737137,3.67449719190408,0.999945792704188,8
178,1.01371549538125,3.71695191033392,1.00615353529963,5
179,0.99834793237173,3.76003116550336,1.00526847238614,10
180,1.0153226114629,3.70034304602059,1.01153570816879,81
181,0.990412340668597,3.62217052149517,1.01638529441606,24
182,1.00522539261205,3.72692362390331,1.00210069015636,48
183,1.01444056751682,3.66456223298458,0.987481566824994,86
184,1.03490669085583,3.7392507622011,0.992569276223379,1
185,1.00231980213357,3.679236898036,0.990241641985715,13
186,1.00584852052293,3.73230113061356,1.02442446141915,13
