"replicate","b1_unc","b2_unc","mu_unc","b1_mle","b2_mle","mu_mle","b1_qmle","b2_qmle","mu_qmle","n_tries"
1,1.03298178652365,3.69964114343777,0.990871829079968,0.954133427539187,4.02824633970608,0.99622543084038,0.991608655425032,3.86827589009218,0.994147573648898,7
2,0.998694210637609,3.75857131480811,0.99637030595342,0.9062445063648,4.1392105061758,1.00704653436663,0.905536348939985,4.139228317585,1.00760764773582,5
3,1.08434225351912,3.30713234179043,0.998923682029454,1.05364277970134,3.43253318993093,1.00352492865771,1.00439884253307,3.65659550509376,1.00828459729618,5
4,1.10113025700762,3.33098162585029,0.996922815782291,1.06582269100423,3.48170226820419,0.999701412368516,1.0656922413469,3.48169135657186,0.99987794243586,18
5,1.11225054877207,3.33753097793883,0.993212060400246,1.08616520105039,3.44729810646295,0.994894441541566,1.08624054212466,3.44730303092233,0.994794587231988,3
6,1.00369784985491,3.7926990141987,0.998965464027666,0.84590047260472,4.44845396032828,1.01392533653665,0.957372602342284,3.97460597331739,1.00460095144481,3
7,1.08085001887313,3.30059630201339,0.987381636139322,1.05235457519515,3.41667957219562,0.99038213813751,1.05301751826455,3.41663620637853,0.990149482636191,85
8,1.03309503728995,3.65167685625106,0.994113240534391,0.952806326476365,3.98958727385007,1.00075626750129,0.987521004014318,3.83838780511619,0.998485369769194,20
9,1.06978391366544,3.45102796064751,0.984303230428273,1.0415542189879,3.56717722789058,0.986764917261866,1.04171895014119,3.56717747904779,0.986589536033073,3
10,1.06130179743299,3.54653601264742,0.996121921408975,1.03147245634673,3.65852210745733,0.99955450431554,1.0335409320668,3.65836634773686,0.999081850696833,11
11,1.10559256625038,3.31144035323572,0.998917127147285,1.05836878515111,3.51736578613455,1.00190015319798,1.08744493019707,3.385977814627,1.00062283143165,37
12,1.00612468268504,3.74598727496161,0.997945117503323,0.928279347989367,4.05602329482472,1.00849442184925,0.929804310257671,4.05601383634059,1.00712237554857,4
13,1.08375250794608,3.20235538454557,1.00787191713182,1.01191743803043,3.52213005709952,1.01716537657601,1.01176624707245,3.52214462850733,1.01726344136929,54
14,1.08692267872983,3.37762082495134,0.991319531338051,1.05678793817643,3.50359622645388,0.993986631138367,1.05675231469959,3.50358422990805,0.994066270399024,38
15,1.07973972732137,3.38904961760681,0.991141255374347,1.01001911230835,3.69146500108754,0.995159961114116,1.05658318032067,3.48496092207471,0.993033085680469,16
16,1.1040167813977,3.25307552872146,1.00045956322826,1.05744679374177,3.457816009192,1.00428398578042,1.05727619205345,3.45781644666401,1.0044615739755,9
17,1.03830563176789,3.66657110542379,0.988094470093697,1.00267525935196,3.80790857984178,0.991159354290877,1.00335927427939,3.80788923953584,0.990923254230825,3
18,1.07227028864971,3.31827081209986,1.01621275352896,1.00691059933279,3.59064183699304,1.02832962066055,0.939689433557214,3.90329295470727,1.03728261890882,8
19,1.08328485930893,3.30217986802301,0.991798387123375,1.05268325112442,3.43013431974519,0.995056114516847,1.03337235803598,3.51708812426207,0.996374052403733,2
20,1.05632051028367,3.43846695797743,0.993521732458939,0.95452681687065,3.88329368057583,1.00123025980516,1.02421284097812,3.57080803751453,0.996909026571739,1
21,1.08213453209353,3.43516573685382,0.996700875212186,1.0408496624213,3.60808895113082,0.999848065840607,1.04164635375416,3.60812267038685,0.999473994844422,46
22,1.13441431936021,3.19477582403353,0.997153178136395,1.11932597175038,3.25634202580831,0.998687742865563,1.1195554285872,3.25634526654312,0.998419373997406,12
23,1.05507141097564,3.55063053754447,0.991175358306302,1.01684741577908,3.70774447906095,0.99474865329307,1.01701528128871,3.70774282848586,0.994582628084296,13
24,1.10064866943217,3.38315337423396,1.00704969671306,1.04785957168518,3.61239348598014,1.01073110144872,1.07610226623549,3.48480258073765,1.00935484777175,15
25,1.05449778295541,3.50512152425183,0.999889706432091,1.00711177446332,3.70119053914266,1.00577556415981,0.972764952298526,3.85455247851552,1.00873781443729,23
26,0.994405474891372,3.78147420549035,0.994655552580322,0.933651264895297,4.01951698375935,1.00302257293949,0.899282853812014,4.16641149047052,1.00633072377452,22
27,1.15696114968891,3.02213131108395,1.00234084460145,1.13643150386356,3.11037719538561,1.00403895596161,1.13664721821996,3.11038739791917,1.00376257993354,1
28,1.01581276831898,3.70639333010425,0.998883783688682,0.90374991760998,4.17042173746398,1.00938790237141,0.905217749024715,4.17109566842997,1.00869988344758,58
29,1.05021873867922,3.60032579135939,1.00463327683172,0.998976735265354,3.81161646888253,1.01067985437002,0.99893808545767,3.81159113975183,1.01081309077779,10
30,1.01835372609121,3.73763858449926,0.987251610420091,0.976776907747389,3.90503559193588,0.991897197988921,0.95833241697127,3.98203438378438,0.993623784063439,7
31,1.08801491100632,3.3725218879567,1.00631546173934,1.04164325038708,3.57044153022764,1.01098695317386,1.04170076471326,3.57043963737318,1.01093390349588,31
32,0.99489568758846,3.89769442926786,0.989387161622407,0.922021524795154,4.19270113377758,0.996034377012999,0.922014655666248,4.19270357158753,0.996029938644396,2
33,1.05761927802081,3.43213689719075,0.990784563455418,0.991041859712616,3.72504228101812,0.996462915345751,0.989441904861013,3.72518364250699,0.996921254503299,17
